age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,anual_income,monthly_rate,num_companies_worked,over18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,year_birth,monthly_income,number_children,remote_work
27,No,Travel Frequently,294.0,Unknown,10.0,2,Unknown,733,4,Male,32.0,3,3,Manufacturing Director,1,Unknown,8793.0,4809.0,1,Yes,No,21.0,4,3,,2.0,9,4,2,9,0,1,7,1996,732.75,,Yes
41,No,Unknown,314.0,Unknown,1.0,3,Unknown,734,4,Male,59.0,2,2,Manager,3,Unknown,19189.0,19562.0,1,Yes,No,12.0,0,2,80.0,1.0,22,3,3,22,0,2,10,1982,1599.08,,No
28,Yes,Unknown,654.0,Research & Development,35.0,2,Unknown,0,3,Female,67.0,1,1,Research Scientist,2,Unknown,2216.0,3872.0,7,Yes,Yes,13.0,3,4,80.0,0.0,10,4,3,7,0,3,7,1995,184.67,,Yes
36,No,Unknown,427.0,Research & Development,8.0,3,Unknown,742,1,Female,63.0,4,3,Research Director,1,Married,11713.0,20335.0,9,Yes,Unknown,14.0,3,1,80.0,1.0,10,2,3,8,0,0,5,1987,976.08,,No
30,No,Unknown,501.0,Unknown,27.0,3,Marketing,747,3,Male,99.0,3,2,Sales Executive,4,Divorced,5304.0,25275.0,7,Yes,No,23.0,0,4,80.0,1.0,10,2,2,8,0,7,7,1993,442.0,,Yes
56,No,Travel Rarely,807.05,Unknown,9.0,3,Unknown,762,3,Male,81.0,3,4,Healthcare Representative,4,Married,11103.0,20420.0,7,Yes,No,11.0,3,3,,0.0,30,1,2,10,0,1,1,1967,925.25,,No
45,No,Travel Rarely,954.0,Unknown,2.0,2,Unknown,783,2,Male,46.0,1,2,Sales Representative,3,Single,6632.0,12388.0,0,Yes,No,13.0,3,1,,0.0,9,3,3,8,0,3,1,1978,552.67,,Yes
36,No,Non Travel,1434.0,Unknown,8.0,4,Unknown,789,1,Male,76.0,2,3,Sales Executive,1,Single,7587.0,14229.0,1,Yes,Unknown,15.0,3,2,80.0,0.0,10,1,3,10,0,0,9,1987,632.25,,No
29,No,Unknown,657.0,Unknown,27.0,3,Medical,793,2,Female,66.0,3,2,Healthcare Representative,3,Married,4335.0,25549.0,4,Yes,No,12.0,3,1,,1.0,11,3,2,8,0,1,1,1994,361.25,,Yes
38,No,Unknown,240.0,Unknown,2.0,4,Life Sciences,803,1,Female,75.0,4,2,Manufacturing Director,1,Single,5980.0,26085.0,6,Yes,Unknown,12.0,3,4,,0.0,17,2,3,15,0,4,12,1985,498.33,,Yes
40,No,Unknown,791.0,Unknown,13.0,2,Medical,0,1,Female,38.0,4,2,Healthcare Representative,2,Unknown,4244.0,9931.0,1,Yes,No,24.0,4,4,,1.0,8,2,3,8,0,3,7,1983,353.67,,Yes
42,No,Travel Frequently,570.0,Unknown,8.0,3,Unknown,809,2,Male,66.0,3,2,Manager,4,Unknown,17421.96,16225.0,1,Yes,No,13.0,3,2,,1.0,24,4,2,24,0,14,9,1981,1451.83,,Yes
36,No,Travel Rarely,676.0,Unknown,1.0,3,Other,823,3,Female,35.0,3,2,Manufacturing Director,2,Unknown,5228.0,23361.0,0,Yes,Unknown,15.0,3,1,,1.0,0,2,3,9,0,0,5,1987,435.67,,No
29,No,Travel Rarely,807.05,Unknown,23.0,2,Unknown,0,3,Male,81.0,4,1,Research Scientist,3,Married,2700.0,23779.0,1,Yes,Unknown,24.0,4,3,,1.0,10,3,3,10,0,0,7,1994,225.0,,Yes
0,Yes,Unknown,436.0,Unknown,2.0,1,Medical,842,3,Male,37.0,3,2,Sales Executive,4,Single,6982.03,21519.0,4,Yes,Unknown,16.0,3,3,80.0,0.0,0,3,2,9,0,7,3,1968,581.84,,No
28,No,Unknown,760.0,Sales,2.0,4,Unknown,0,2,Female,81.0,3,2,Sales Executive,2,Unknown,6982.03,3698.0,1,Yes,Unknown,20.0,4,1,,0.0,8,2,3,8,0,7,5,1995,581.84,,Yes
26,Yes,Unknown,807.05,Unknown,5.0,2,Medical,0,3,Female,88.0,2,1,Research Scientist,3,Married,2366.0,20898.0,1,Yes,Unknown,14.0,3,1,,1.0,8,2,3,8,0,1,7,1997,197.17,,Yes
44,No,Unknown,661.0,Unknown,9.0,2,Unknown,913,2,Male,61.0,3,1,Research Scientist,1,Unknown,3314.25,7508.0,1,Yes,Yes,13.0,3,4,80.0,0.0,8,0,3,8,0,7,1,1979,276.19,,Yes
41,Yes,Unknown,1085.0,Research & Development,2.0,4,Life Sciences,927,2,Female,57.0,1,1,Laboratory Technician,4,Divorced,3299.17,17725.0,4,Yes,Yes,13.0,3,3,80.0,1.0,0,1,2,7,0,1,0,1982,274.93,,Yes
31,No,Travel Rarely,154.0,Unknown,7.0,4,Unknown,941,2,Male,41.0,2,1,Sales Representative,3,Unknown,2329.0,11737.0,3,Yes,Unknown,15.0,0,2,80.0,0.0,0,2,4,7,0,5,2,1992,194.08,,No
26,No,Travel Frequently,1283.0,Sales,28.0,3,Medical,956,2,Male,52.0,2,2,Sales Executive,1,Unknown,4294.0,11148.0,1,Yes,Unknown,12.0,3,2,,0.0,0,2,3,7,0,0,7,1997,357.83,,Yes
31,No,Unknown,616.0,Unknown,12.0,3,Medical,0,4,Female,41.0,3,2,Healthcare Representative,4,Unknown,7812.92,17369.0,0,Yes,Unknown,11.0,3,3,,2.0,10,2,1,9,0,8,5,1992,651.08,,No
32,No,Unknown,498.0,Unknown,3.0,4,Medical,966,3,Female,93.0,3,2,Manufacturing Director,1,Married,6725.0,13554.0,1,Yes,Unknown,12.0,3,3,,1.0,8,2,4,8,0,6,3,1991,560.42,,No
36,Yes,Travel Rarely,530.0,Unknown,3.0,1,Life Sciences,967,3,Male,51.0,2,3,Sales Executive,4,Married,10325.0,5518.0,1,Yes,Unknown,11.0,0,1,,1.0,0,6,3,16,0,3,7,1987,860.42,,No
45,No,Non Travel,805.0,Unknown,47.0,2,Unknown,972,4,Male,57.0,3,2,Laboratory Technician,2,Unknown,4447.0,23163.0,1,Yes,Unknown,12.0,3,2,,0.0,0,5,2,9,0,0,8,1978,370.58,,Yes
39,No,Travel Rarely,903.0,Unknown,2.0,3,Unknown,0,1,Male,41.0,4,3,Sales Executive,3,Single,6982.03,2560.0,0,Yes,No,18.0,3,4,,0.0,9,3,3,8,0,0,7,1984,581.84,,No
36,No,Non Travel,1229.0,Unknown,8.0,4,Technical Degree,990,1,Male,84.0,3,2,Sales Executive,4,Divorced,6982.03,25952.0,4,Yes,No,13.0,0,4,,2.0,12,3,3,7,0,0,7,1987,581.84,,Yes
46,No,Unknown,566.0,Unknown,7.0,2,Medical,0,4,Male,65.99,3,3,Manufacturing Director,3,Unknown,10845.0,24208.0,6,Yes,Unknown,13.0,3,2,,1.0,0,3,3,8,0,0,7,1977,903.75,,No
54,No,Travel Rarely,1441.0,Unknown,17.0,3,Technical Degree,1013,3,Female,56.0,3,3,Manufacturing Director,3,Unknown,7350.56,13943.0,8,Yes,Unknown,11.0,0,3,80.0,1.0,22,2,3,10,0,0,8,1969,612.55,,Yes
30,No,Travel Rarely,153.0,Unknown,8.0,2,Unknown,1015,2,Female,73.0,4,3,Research Director,1,Unknown,16089.84,17802.0,0,Yes,Yes,12.0,3,3,,3.0,0,4,2,8,0,1,7,1993,1340.82,,Yes
26,No,Unknown,1066.0,Unknown,2.0,2,Medical,1018,4,Male,32.0,4,2,Manufacturing Director,4,Married,5472.0,3334.0,1,Yes,Unknown,12.0,3,2,,0.0,0,2,3,8,0,1,3,1997,456.0,,No
55,No,Travel Frequently,135.0,Unknown,18.0,4,Medical,1034,3,Male,62.0,3,2,Healthcare Representative,2,Married,6385.0,12992.0,3,Yes,Unknown,14.0,3,4,80.0,2.0,0,3,3,8,0,6,7,1968,532.08,,Yes
50,No,Non Travel,145.0,Sales,1.0,3,Life Sciences,0,4,Female,95.0,3,2,Sales Executive,3,Married,6347.0,24920.0,0,Yes,Unknown,12.0,3,1,,1.0,0,3,3,18,0,0,13,1973,528.92,,Yes
32,No,Non Travel,1109.0,Unknown,29.0,4,Unknown,1046,4,Female,69.0,3,1,Laboratory Technician,3,Single,3299.17,11135.0,9,Yes,No,12.0,3,2,,0.0,10,2,3,8,0,7,7,1991,274.93,,Yes
53,No,Travel Frequently,124.0,Unknown,2.0,3,Marketing,1050,3,Female,38.0,2,3,Sales Executive,2,Unknown,7525.0,23537.0,2,Yes,Unknown,12.0,3,1,,1.0,30,2,0,15,0,6,12,1970,627.08,,Yes
40,No,Travel Rarely,300.0,Unknown,26.0,3,Unknown,0,3,Male,74.0,3,2,Sales Executive,1,Married,6982.03,22217.0,1,Yes,Unknown,14.0,3,2,80.0,1.0,8,3,2,7,0,7,5,1983,581.84,,No
55,No,Unknown,444.0,Unknown,2.0,1,Unknown,1074,3,Male,40.0,2,4,Manager,1,Single,17421.96,17323.0,7,Yes,No,15.0,3,2,,0.0,0,3,4,9,0,6,2,1968,1451.83,,Yes
28,Yes,Non Travel,1366.0,Unknown,24.0,2,Unknown,1082,2,Male,72.0,2,3,Healthcare Representative,1,Single,7812.92,12355.0,1,Yes,No,12.0,3,1,,0.0,10,2,2,10,0,1,9,1995,651.08,,No
28,No,Travel Rarely,857.0,Unknown,10.0,3,Other,1097,3,Female,59.0,3,2,Research Scientist,3,Single,3660.0,7909.0,3,Yes,No,13.0,3,4,80.0,0.0,0,4,4,8,0,1,7,1995,305.0,,Yes
35,Yes,Unknown,1204.0,Unknown,4.0,3,Technical Degree,1100,4,Male,86.0,3,3,Sales Executive,1,Unknown,6982.03,10333.0,0,Yes,Unknown,22.0,4,1,80.0,0.0,9,2,3,8,0,4,7,1988,581.84,,Yes
33,Yes,Travel Frequently,827.0,Research & Development,36.0,4,Medical,1101,3,Female,54.0,2,2,Research Scientist,3,Single,3314.25,3129.0,1,Yes,No,22.0,4,2,,0.0,14,4,3,13,0,3,8,1990,276.19,,Yes
25,Yes,Unknown,1219.0,Research & Development,4.0,1,Technical Degree,1106,4,Male,32.0,3,1,Laboratory Technician,4,Married,3299.17,4605.0,1,Yes,Unknown,15.0,0,2,,1.0,7,3,4,7,0,5,6,1998,274.93,,Yes
38,No,Unknown,770.0,Sales,10.0,4,Unknown,1119,3,Male,65.99,2,3,Sales Executive,3,Unknown,8740.0,5569.0,0,Yes,Yes,14.0,3,2,,2.0,9,2,0,8,0,2,7,1985,728.33,,Yes
28,No,Unknown,950.0,Unknown,12.0,3,Unknown,0,1,Female,93.0,3,3,Manufacturing Director,2,Unknown,7350.56,8039.0,0,Yes,Unknown,17.0,3,2,80.0,3.0,0,3,2,9,0,1,7,1995,612.55,,Yes
43,No,Travel Frequently,1082.0,Unknown,27.0,3,Life Sciences,1126,3,Female,83.0,3,3,Manufacturing Director,1,Married,7350.56,11535.0,8,Yes,No,11.0,3,3,,1.0,18,1,3,8,0,0,1,1980,612.55,,No
39,Yes,Travel Frequently,203.0,Research & Development,2.0,3,Life Sciences,0,1,Male,84.0,3,4,Healthcare Representative,4,Unknown,7812.92,13547.0,7,Yes,No,11.0,3,4,,3.0,21,4,3,18,0,11,5,1984,651.08,,No
40,No,Travel Rarely,1308.0,Unknown,14.0,3,Unknown,1128,3,Male,44.0,2,2,Research Director,3,Unknown,16089.84,17544.0,1,Yes,No,14.0,0,1,80.0,0.0,0,2,0,20,0,4,9,1983,1340.82,,Yes
29,No,Travel Rarely,718.0,Unknown,8.0,1,Medical,0,2,Male,79.0,2,2,Manufacturing Director,4,Married,7350.56,17689.0,1,Yes,Unknown,15.0,3,3,80.0,1.0,10,2,2,10,0,1,2,1994,612.55,,Yes
40,No,Unknown,593.0,Unknown,32.0,4,Unknown,0,2,Female,88.0,3,3,Research Director,3,Unknown,13499.0,13782.0,9,Yes,No,17.0,3,3,,0.0,20,3,2,18,0,2,13,1983,1124.92,,No
26,No,Travel Rarely,1384.0,Unknown,3.0,4,Unknown,1177,1,Male,82.0,4,1,Laboratory Technician,4,Unknown,3299.17,13421.0,1,Yes,Unknown,22.0,4,2,,1.0,8,2,3,8,0,0,7,1997,274.93,,Yes
35,No,Travel Rarely,819.0,Unknown,2.0,3,Unknown,1182,3,Male,44.0,2,3,Manufacturing Director,2,Divorced,7350.56,19588.0,2,Yes,No,18.0,3,2,80.0,1.0,15,2,4,7,0,6,4,1988,612.55,,Yes
53,No,Unknown,1223.0,Research & Development,7.0,2,Medical,1201,4,Female,50.0,3,2,Manager,3,Divorced,17421.96,18640.0,3,Yes,No,18.0,3,2,,1.0,26,6,3,7,0,4,7,1970,1451.83,,No
35,No,Unknown,1361.0,Unknown,17.0,4,Life Sciences,1218,3,Male,94.0,3,2,Sales Executive,1,Unknown,6982.03,21026.0,3,Yes,Unknown,15.0,3,4,,3.0,15,2,3,7,0,1,7,1988,581.84,,Yes
33,No,Unknown,1146.0,Unknown,25.0,3,Medical,1220,2,Female,65.99,3,2,Sales Executive,3,Unknown,6982.03,4905.0,1,Yes,No,12.0,3,1,,1.0,0,3,2,10,0,0,1,1990,581.84,,Yes
36,No,Unknown,807.05,Research & Development,6.0,4,Life Sciences,0,3,Male,60.0,1,1,Laboratory Technician,3,Divorced,3299.17,6865.0,1,Yes,No,14.0,3,3,,1.0,0,4,3,7,0,1,7,1987,274.93,,Yes
30,No,Travel Rarely,853.0,Unknown,7.0,4,Life Sciences,1224,3,Male,49.0,3,2,Laboratory Technician,3,Divorced,3491.0,11309.0,1,Yes,Unknown,13.0,0,1,,3.0,0,4,2,10,0,8,9,1993,290.92,,Yes
60,No,Unknown,807.05,Unknown,29.0,4,Unknown,0,2,Male,52.0,4,2,Sales Executive,4,Divorced,5220.0,10893.0,0,Yes,Unknown,18.0,3,2,,1.0,12,3,3,11,0,1,9,1963,435.0,,Yes
32,No,Unknown,1316.0,Unknown,2.0,2,Life Sciences,1235,4,Female,38.0,3,2,Research Scientist,3,Single,3314.25,2338.0,4,Yes,Yes,14.0,3,4,,0.0,10,2,3,8,0,0,7,1991,276.19,,No
36,No,Unknown,363.0,Unknown,1.0,3,Technical Degree,1237,3,Female,65.99,1,3,Manufacturing Director,1,Divorced,10252.0,4235.0,2,Yes,Yes,21.0,4,3,,1.0,17,2,3,7,0,7,7,1987,854.33,,Yes
27,No,Travel Rarely,1103.0,Unknown,14.0,3,Unknown,0,1,Male,42.0,3,1,Research Scientist,1,Unknown,3314.25,14377.0,1,Yes,Unknown,14.0,3,4,80.0,2.0,0,3,2,9,0,6,8,1996,276.19,,Yes
43,No,Unknown,920.0,Research & Development,3.0,3,Life Sciences,1255,3,Male,96.0,1,2,Research Director,4,Unknown,19740.0,18625.0,3,Yes,No,14.0,3,2,80.0,1.0,0,2,3,8,0,0,7,1980,1645.0,,Yes
29,No,Travel Rarely,694.0,Unknown,1.0,3,Unknown,1264,4,Female,65.99,2,4,Research Director,4,Divorced,16089.84,3423.0,3,Yes,No,14.0,3,2,,2.0,9,2,2,7,0,1,7,1994,1340.82,,Yes
59,No,Unknown,1429.0,Unknown,24.0,4,Unknown,1283,2,Male,67.0,3,3,Manufacturing Director,4,Single,7350.56,20002.0,6,Yes,No,12.0,3,4,,0.0,0,6,2,9,0,5,4,1964,612.55,,No
43,No,Travel Rarely,531.0,Unknown,4.0,4,Marketing,1293,4,Female,56.0,2,3,Sales Executive,4,Single,6982.03,20364.0,3,Yes,No,14.0,3,4,,0.0,23,3,4,21,0,15,17,1980,581.84,,Yes
44,Yes,Travel Rarely,621.0,Unknown,15.0,3,Medical,1295,1,Female,73.0,3,3,Healthcare Representative,4,Married,7812.92,14075.0,1,Yes,Unknown,11.0,3,4,80.0,1.0,0,2,3,10,0,0,5,1979,651.08,,Yes
29,Yes,Unknown,806.0,Research & Development,7.0,3,Technical Degree,0,2,Female,39.0,3,1,Laboratory Technician,3,Divorced,3299.17,17285.0,3,Yes,Yes,13.0,3,1,,2.0,10,2,3,7,0,7,7,1994,274.93,,Yes
32,No,Travel Rarely,604.0,Unknown,8.0,3,Unknown,0,3,Male,56.0,4,2,Sales Executive,4,Married,6209.0,11693.0,1,Yes,Unknown,15.0,3,3,,2.0,0,4,4,10,0,0,8,1991,517.42,,No
36,No,Travel Rarely,325.0,Unknown,10.0,4,Technical Degree,0,4,Female,63.0,3,3,Healthcare Representative,3,Married,7094.0,5747.0,3,Yes,No,12.0,3,1,,0.0,0,0,3,7,0,1,7,1987,591.17,,Yes
0,Yes,Unknown,1030.0,Sales,5.0,3,Unknown,0,2,Male,64.0,3,3,Sales Executive,2,Single,6982.03,21534.0,9,Yes,Yes,19.0,3,3,,0.0,0,2,2,8,0,7,7,1971,581.84,,Yes
39,No,Travel Rarely,524.0,Unknown,33.0,2,Unknown,1322,1,Male,32.0,3,2,Manufacturing Director,3,Single,4534.0,13352.0,0,Yes,Unknown,11.0,3,1,,0.0,0,6,0,8,0,1,7,1984,377.83,,Yes
34,No,Unknown,943.0,Unknown,9.0,3,Unknown,1344,4,Male,86.0,3,3,Healthcare Representative,4,Unknown,8500.0,5494.0,0,Yes,Unknown,11.0,0,4,80.0,1.0,10,0,2,9,0,1,6,1989,708.33,,Yes
38,No,Unknown,1009.0,Unknown,2.0,2,Life Sciences,1355,2,Female,31.0,3,2,Sales Executive,1,Unknown,6982.03,19461.0,3,Yes,Unknown,15.0,3,4,,1.0,11,3,3,7,0,1,7,1985,581.84,,Yes
36,No,Travel Frequently,607.0,Sales,12.0,3,Marketing,1362,1,Female,83.0,4,2,Sales Executive,1,Married,4639.0,2261.0,2,Yes,No,16.0,3,4,,1.0,0,2,2,15,0,6,13,1987,386.58,,Yes
35,No,Unknown,817.0,Unknown,1.0,3,Unknown,1369,4,Female,60.0,2,2,Laboratory Technician,4,Unknown,5363.0,10846.0,0,Yes,No,12.0,3,2,80.0,1.0,10,0,3,9,0,0,0,1988,446.92,,No
55,Yes,Unknown,807.05,Unknown,13.0,4,Unknown,0,1,Male,85.0,4,4,Sales Executive,3,Unknown,6982.03,9277.0,6,Yes,Unknown,17.0,3,3,80.0,0.0,0,2,2,19,0,3,8,1968,581.84,,Yes
34,No,Unknown,807.05,Unknown,29.0,3,Unknown,1377,2,Male,86.0,3,2,Laboratory Technician,3,Unknown,3299.17,17491.0,4,Yes,Unknown,13.0,3,1,,2.0,10,1,3,8,0,7,7,1989,274.93,,No
43,No,Unknown,930.0,Unknown,6.0,3,Medical,1402,1,Female,73.0,2,2,Research Scientist,3,Single,4081.0,20003.0,1,Yes,Yes,14.0,3,1,,0.0,20,3,1,20,0,1,8,1980,340.08,,No
42,No,Travel Rarely,1147.0,Unknown,10.0,3,Human Resources,1408,3,Female,31.0,3,4,Manager,1,Married,17421.96,16616.0,0,Yes,Unknown,14.0,3,3,80.0,1.0,21,5,3,20,0,0,9,1981,1451.83,,No
26,No,Travel Rarely,652.0,Unknown,7.0,3,Unknown,1417,3,Male,100.0,4,1,Laboratory Technician,1,Single,3578.0,23577.0,0,Yes,No,12.0,3,4,,0.0,8,2,3,7,0,0,7,1997,298.17,,Yes
29,Yes,Unknown,337.0,Unknown,14.0,1,Other,1421,3,Female,84.0,3,3,Healthcare Representative,4,Single,7812.92,22930.0,0,Yes,Yes,12.0,3,1,,0.0,0,1,3,8,0,7,7,1994,651.08,,Yes
54,No,Unknown,971.0,Research & Development,1.0,3,Unknown,1422,4,Female,54.0,3,4,Research Director,4,Unknown,17328.0,5652.0,6,Yes,Unknown,19.0,3,4,,0.0,29,3,2,20,0,12,7,1969,1444.0,,No
55,No,Unknown,1136.0,Unknown,1.0,4,Unknown,1424,2,Male,81.0,4,4,Research Director,4,Divorced,16089.84,12414.0,2,Yes,No,13.0,3,4,80.0,2.0,31,4,4,7,0,0,0,1968,1340.82,,Yes
40,No,Non Travel,663.0,Unknown,9.0,4,Other,0,3,Male,81.0,3,2,Laboratory Technician,3,Unknown,3299.17,23099.0,3,Yes,No,11.0,3,3,80.0,2.0,11,2,0,8,0,0,7,1983,274.93,,Yes
0,No,Unknown,326.0,Unknown,8.0,2,Unknown,0,1,Male,31.0,3,3,Sales Executive,4,Divorced,10793.0,8386.0,1,Yes,Unknown,18.0,0,1,,1.0,13,5,3,13,0,9,9,1992,899.42,,Yes
46,Yes,Unknown,377.0,Unknown,9.0,3,Marketing,1457,1,Male,52.0,3,3,Sales Executive,4,Divorced,6982.03,15986.0,4,Yes,No,11.0,3,1,,1.0,28,1,4,7,0,4,3,1977,581.84,,Yes
45,No,Travel Rarely,1038.0,Unknown,20.0,3,Medical,1460,2,Male,95.0,1,3,Healthcare Representative,1,Unknown,10851.0,19863.0,2,Yes,Yes,18.0,3,2,80.0,1.0,0,2,3,7,0,0,7,1978,904.25,,No
49,No,Travel Rarely,1490.0,Unknown,7.0,4,Life Sciences,1484,3,Male,35.0,3,3,Healthcare Representative,2,Divorced,10466.0,20948.0,3,Yes,Unknown,14.0,3,2,,2.0,29,3,3,8,0,0,7,1974,872.17,,No
29,No,Travel Rarely,1246.0,Unknown,19.0,3,Unknown,1497,3,Male,77.0,2,2,Sales Executive,3,Unknown,6982.03,23757.0,1,Yes,Unknown,14.0,3,3,,2.0,10,3,3,10,0,0,4,1994,581.84,,Yes
29,Yes,Unknown,224.0,Unknown,1.0,4,Technical Degree,1522,1,Male,100.0,2,1,Research Scientist,1,Single,2362.0,7568.0,6,Yes,No,13.0,3,3,,0.0,0,2,1,9,0,0,7,1994,196.83,,Yes
29,No,Unknown,441.0,Unknown,8.0,1,Other,1544,3,Female,39.0,1,2,Healthcare Representative,1,Unknown,7812.92,7288.0,3,Yes,No,13.0,3,3,,1.0,9,3,3,7,0,0,7,1994,651.08,,Yes
40,No,Travel Rarely,898.0,Human Resources,6.0,2,Unknown,0,3,Male,38.0,3,4,Manager,4,Single,17421.96,17381.0,1,Yes,Yes,21.0,4,4,80.0,0.0,21,2,3,21,0,7,7,1983,1451.83,,Yes
48,No,Unknown,807.05,Sales,16.0,4,Life Sciences,0,3,Female,96.0,3,2,Sales Executive,3,Divorced,6439.0,13693.0,8,Yes,No,14.0,3,3,,1.0,18,2,0,8,0,7,7,1975,536.58,,Yes
53,Yes,Unknown,607.0,Unknown,2.0,3,Unknown,1572,3,Female,78.0,2,3,Manufacturing Director,4,Married,7350.56,14618.0,0,Yes,Unknown,16.0,3,2,,1.0,0,4,3,33,0,1,9,1970,612.55,,Yes
44,No,Unknown,1313.0,Unknown,7.0,3,Medical,1608,2,Female,31.0,3,2,Research Director,4,Unknown,16089.84,3549.0,0,Yes,Yes,14.0,0,4,80.0,1.0,0,4,2,22,0,1,10,1979,1340.82,,No
45,No,Unknown,1015.0,Unknown,5.0,3,Unknown,1611,3,Female,50.0,1,2,Laboratory Technician,1,Unknown,5769.0,23447.0,1,Yes,Unknown,14.0,3,1,,0.0,10,3,3,10,0,1,4,1978,480.75,,No
45,No,Non Travel,807.05,Unknown,26.0,3,Marketing,1612,1,Male,52.0,2,2,Sales Executive,1,Unknown,4385.0,24162.0,1,Yes,Unknown,15.0,0,1,80.0,1.0,10,2,0,10,0,4,5,1978,365.42,,No
34,No,Travel Frequently,426.0,Unknown,10.0,4,Unknown,1615,3,Male,42.0,4,2,Manufacturing Director,4,Unknown,7350.56,17000.0,1,Yes,Unknown,13.0,3,1,,1.0,9,3,0,9,0,7,2,1989,612.55,,Yes
39,No,Unknown,1387.0,Research & Development,10.0,3,Medical,0,2,Male,76.0,3,2,Manufacturing Director,1,Unknown,7350.56,3835.0,2,Yes,Unknown,13.0,3,4,,3.0,0,3,3,7,0,7,7,1984,612.55,,No
27,No,Unknown,1302.0,Research & Development,36.0,3,Unknown,1619,3,Male,65.99,2,1,Laboratory Technician,1,Divorced,4066.0,16290.0,1,Yes,No,11.0,3,1,,2.0,7,3,3,7,0,0,7,1996,338.83,,Yes
45,No,Travel Rarely,1329.0,Unknown,2.0,2,Unknown,1635,4,Female,59.0,2,2,Manufacturing Director,4,Divorced,7350.56,5388.0,1,Yes,Unknown,19.0,3,1,,2.0,10,3,3,10,0,3,9,1978,612.55,,Yes
44,No,Unknown,602.0,Unknown,1.0,3,Unknown,1642,1,Male,37.0,3,2,Human Resources,4,Married,4706.75,10503.0,4,Yes,Yes,11.0,3,3,,0.0,14,3,3,10,0,0,2,1979,392.23,,Yes
25,No,Unknown,772.0,Unknown,2.0,1,Life Sciences,1653,4,Male,77.0,4,2,Manufacturing Director,3,Divorced,5206.0,4973.0,1,Yes,Unknown,17.0,3,3,,2.0,7,6,3,7,0,0,7,1998,433.83,,No
49,No,Unknown,809.0,Unknown,1.0,3,Unknown,0,3,Male,36.0,3,4,Manager,3,Single,17421.96,22384.0,4,Yes,Unknown,14.0,3,1,80.0,0.0,23,2,3,8,0,0,0,1974,1451.83,,Yes
48,Yes,Travel Frequently,807.05,Unknown,7.0,2,Unknown,1691,4,Female,95.0,3,1,Sales Representative,3,Unknown,2655.0,11740.0,2,Yes,Unknown,11.0,0,3,80.0,2.0,19,3,3,9,0,7,7,1975,221.25,,No
26,No,Unknown,786.0,Unknown,7.0,3,Medical,1693,4,Male,76.0,3,1,Laboratory Technician,4,Unknown,2570.0,11925.0,1,Yes,No,20.0,4,3,80.0,0.0,7,5,3,7,0,5,7,1997,214.17,,Yes
44,No,Travel Rarely,921.0,Unknown,2.0,3,Life Sciences,1703,3,Female,96.0,4,3,Healthcare Representative,4,Unknown,7812.92,14810.0,1,Yes,Unknown,19.0,0,2,,1.0,0,2,3,8,0,6,7,1979,651.08,,Yes
36,No,Unknown,530.0,Unknown,2.0,4,Unknown,0,3,Female,51.0,3,2,Sales Representative,4,Single,4502.0,7439.0,3,Yes,Unknown,15.0,0,3,,0.0,17,2,2,13,0,6,7,1987,375.17,,Yes
46,No,Unknown,717.0,Research & Development,13.0,4,Unknown,1727,3,Male,34.0,3,2,Healthcare Representative,2,Single,7812.92,9697.0,6,Yes,No,14.0,3,4,,0.0,19,3,3,10,0,0,9,1977,651.08,,Yes
35,No,Unknown,1370.0,Unknown,27.0,4,Life Sciences,1728,4,Male,49.0,3,2,Manufacturing Director,3,Married,7350.56,5151.0,2,Yes,Unknown,16.0,3,2,80.0,1.0,17,3,3,7,0,0,7,1988,612.55,,Yes
30,No,Travel Frequently,1312.0,Unknown,2.0,4,Unknown,1745,4,Female,78.0,2,1,Research Scientist,1,Unknown,4968.0,26427.0,0,Yes,Unknown,16.0,3,4,80.0,0.0,10,2,0,9,0,0,7,1993,414.0,,No
30,No,Unknown,979.0,Unknown,15.0,2,Marketing,1754,3,Male,94.0,2,3,Sales Executive,1,Unknown,6982.03,3088.0,2,Yes,No,11.0,3,1,80.0,1.0,0,2,3,7,0,1,7,1993,581.84,,Yes
33,No,Non Travel,1283.0,Unknown,2.0,3,Marketing,1756,4,Female,62.0,3,2,Sales Executive,2,Unknown,5147.0,10697.0,8,Yes,No,15.0,3,4,,0.0,13,2,2,11,0,1,7,1990,428.92,,Yes
32,No,Unknown,953.0,Unknown,5.0,4,Unknown,1764,2,Male,65.0,3,1,Research Scientist,2,Single,2718.0,17674.0,2,Yes,No,14.0,3,2,,0.0,12,3,3,7,0,0,7,1991,226.5,,Yes
43,No,Travel Rarely,244.0,Unknown,2.0,3,Life Sciences,1778,2,Male,97.0,3,1,Human Resources,4,Unknown,3539.0,5033.0,0,Yes,No,13.0,3,2,80.0,0.0,0,5,3,9,0,1,8,1980,294.92,,No
31,No,Travel Rarely,196.0,Unknown,29.0,4,Marketing,0,1,Female,91.0,2,2,Sales Executive,4,Unknown,5468.0,13402.0,1,Yes,Unknown,14.0,3,1,,2.0,0,3,3,12,0,5,7,1992,455.67,,Yes
